MARCA,TIPO PRODUCTO,Model Name,Engine,Drive,Transmission,Year,Model Name Simplified,Marca Simplified,Match Key,Model URL
JAC,SUV,JS3 XE ADVANCE,1.6,,MT,2024,js3,jac,jac js3,https://www.autocosmos.cl/catalogo/vigente/jac/js3
JAC,SUV,JS3 XE LUXURY,1.6,,AT,2024,js3,jac,jac js3,https://www.autocosmos.cl/catalogo/vigente/jac/js3
JAC,SUV,JS4 ADVANCE,1.5T,,AT,2024,js4,jac,jac js4,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 ADVANCE BICOLOR,1.5T,,AT,2024,js4 bicolor,jac,jac js4 bicolor,
JAC,SUV,JS4 COMFORT,1.6,,MT,2024,js4,jac,jac js4,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 COMFORT BICOLOR,1.6,,MT,2024,js4 bicolor,jac,jac js4 bicolor,
JAC,SUV,JS4 LUXURY,1.5T,,AT,2024,js4,jac,jac js4,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 LUXURY,1.5T,,MT,2024,js4,jac,jac js4,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,AT,2024,js4 bicolor,jac,jac js4 bicolor,
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,MT,2024,js4 bicolor,jac,jac js4 bicolor,
JAC,SUV,JS6 ADVANCE,,,AT,2024,js6,jac,jac js6,https://www.autocosmos.cl/catalogo/vigente/jac/js6
JAC,SUV,JS6 COMFORT,,,AT,2024,js6,jac,jac js6,https://www.autocosmos.cl/catalogo/vigente/jac/js6
JAC,SUV,JS6 LUXURY,,,AT,2024,js6,jac,jac js6,https://www.autocosmos.cl/catalogo/vigente/jac/js6
JAC,SUV,JS8 ADVANCE XE,,,AT,2024,js8,jac,jac js8,https://www.autocosmos.cl/catalogo/vigente/jac/js8
JAC,SUV,JS8 COMFORT CE,,,MT,2024,js8,jac,jac js8,https://www.autocosmos.cl/catalogo/vigente/jac/js8
JAC,SUV,JS8 LUXURY SE,,,AT,2024,js8,jac,jac js8,https://www.autocosmos.cl/catalogo/vigente/jac/js8
JAC,SUV,JS8 LUXURY SE,,,MT,2024,js8,jac,jac js8,https://www.autocosmos.cl/catalogo/vigente/jac/js8
JEEP,SUV,COMMANDER LIMITED,1.3,4X2,AT,2024,commander,jeep,jeep commander,https://www.autocosmos.cl/catalogo/vigente/jeep/commander
JEEP,SUV,COMMANDER LIMITED,2.0,4X4,AT,2024,commander,jeep,jeep commander,https://www.autocosmos.cl/catalogo/vigente/jeep/commander
JEEP,SUV,COMMANDER LIMITED G,2.0,4X4,AT,2024,commander g,jeep,jeep commander g,https://www.autocosmos.cl/catalogo/vigente/jeep/commander
JEEP,SUV,COMMANDER OVERLAND,1.3,4X2,AT,2024,commander overland,jeep,jeep commander overland,
JEEP,SUV,COMMANDER OVERLAND G,2.0,4X4,AT,2024,commander overland g,jeep,jeep commander overland g,
JEEP,SUV,COMPASS LIMITED,,4X2,AT,2024,compass,jeep,jeep compass,https://www.autocosmos.cl/catalogo/vigente/jeep/compass
JEEP,SUV,COMPASS LONGITUDE,,4X2,AT,2024,compass longitude,jeep,jeep compass longitude,
JEEP,SUV,COMPASS SPORT,,4X2,AT,2024,compass,jeep,jeep compass,https://www.autocosmos.cl/catalogo/vigente/jeep/compass
JEEP,SUV,GRAND CHEROKEE L SUMMIT 3ROW,3.6L,,AT,2024,grand cherokee l summit 3row,jeep,jeep grand cherokee l summit 3row,
JEEP,SUV,RENEGADE LONGITUDE,1.3,,AT,2024,renegade longitude,jeep,jeep renegade longitude,
JEEP,SUV,RENEGADE LONGITUDE X,1.3,,AT,2024,renegade longitude x,jeep,jeep renegade longitude x,
JEEP,SUV,RENEGADE SPORT,1.3,,AT,2024,renegade,jeep,jeep renegade,https://www.autocosmos.cl/catalogo/vigente/jeep/renegade
JEEP,SUV,WRANGLER UNLIMITED RUBICON,3.6L,,AT,2024,wrangler unlimited rubicon,jeep,jeep wrangler unlimited rubicon,
JETOUR,SUV,DASHING TURBO LUX,1.5L,,MT,2024,dashing lux,jetour,jetour dashing lux,https://www.autocosmos.cl/catalogo/vigente/jetour/dashing
JETOUR,SUV,DASHING TURBO LUX,1.5L,,AT,2024,dashing lux,jetour,jetour dashing lux,https://www.autocosmos.cl/catalogo/vigente/jetour/dashing
JETOUR,SUV,DASHING TURBO GDI LIMITED,1.6L,,AT,2024,dashing gdi,jetour,jetour dashing gdi,https://www.autocosmos.cl/catalogo/vigente/jetour/dashing
JETOUR,SUV,X70 LUX,1.5T,,AT,2024,x70 lux,jetour,jetour x70 lux,https://www.autocosmos.cl/catalogo/vigente/jetour/x70-plus
JETOUR,SUV,X70 LUX,1.5T,,MT,2024,x70 lux,jetour,jetour x70 lux,https://www.autocosmos.cl/catalogo/vigente/jetour/x70-plus
JETOUR,SUV,X70 STD,1.5T,,AT,2024,x70,jetour,jetour x70,https://www.autocosmos.cl/catalogo/vigente/jetour/x70-plus
JETOUR,SUV,X70 STD,1.5T,,MT,2024,x70,jetour,jetour x70,https://www.autocosmos.cl/catalogo/vigente/jetour/x70-plus
JETOUR,SUV,X70 PLUS,1.5T,,AT,2024,x70,jetour,jetour x70,https://www.autocosmos.cl/catalogo/vigente/jetour/x70-plus
JETOUR,SUV,X70 PLUS,1.6T,,AT,2024,x70,jetour,jetour x70,https://www.autocosmos.cl/catalogo/vigente/jetour/x70-plus
JETOUR,SUV,X90 PLUS GDI,2.0T,,AT,2024,x90 gdi,jetour,jetour x90 gdi,https://www.autocosmos.cl/catalogo/vigente/jetour/x90-plus
KAIYI,SUV,KYX3 LUX,,,MT,2024,kyx3 lux,kaiyi,kaiyi kyx3 lux,
KAIYI,SUV,KYX3 STD,,,MT,2024,kyx3,kaiyi,kaiyi kyx3,https://www.autocosmos.cl/catalogo/vigente/kaiyi/x3
KAIYI,SUV,KYX3 LUX,,,AT,2024,kyx3 lux,kaiyi,kaiyi kyx3 lux,
KAIYI,SUV,KYX3 PRO,1.5T,,AT,2024,kyx3 pro,kaiyi,kaiyi kyx3 pro,
KIA,SUV,CARENS EX TURBO-GDI 7P,1.4L,,7DCT,2024,carens ex turbogdi 7p,kia,kia carens ex turbogdi 7p,
KIA,SUV,CARENS EX TURBO-GDI FULL 7P,1.4L,,7DCT,2024,carens ex turbogdi 7p,kia,kia carens ex turbogdi 7p,
KIA,SUV,CARENS LX 7P,1.5L,,6MT,2024,carens 7p,kia,kia carens 7p,https://www.autocosmos.cl/catalogo/vigente/kia/carens
KIA,SUV,NIRO EV EX 64.8KWH FULL,,2WD,,2024,niro ev ex 648kwh,kia,kia niro ev ex 648kwh,
KIA,SUV,NIRO EV LX 64.8KWH,,2WD,,2024,niro ev 648kwh,kia,kia niro ev 648kwh,
KIA,SUV,NIRO EV6 GT-LINE 77.4KWH,,AWD,,2024,niro ev6 gtline 774kwh,kia,kia niro ev6 gtline 774kwh,
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 6P1,,AWD,,2024,niro ev9 gtline 998kwh 6p1,kia,kia niro ev9 gtline 998kwh 6p1,
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 6P2,,AWD,,2024,niro ev9 gtline 998kwh 6p2,kia,kia niro ev9 gtline 998kwh 6p2,
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 6P3,,AWD,,2024,niro ev9 gtline 998kwh 6p3,kia,kia niro ev9 gtline 998kwh 6p3,
KIA,SUV,NIRO EV9 GT-LINE 99.8KWH 7P,,AWD,,2024,niro ev9 gtline 998kwh 7p,kia,kia niro ev9 gtline 998kwh 7p,
KIA,SUV,SELTOS EX TURBO,1.4L,,7DCT,2024,seltos ex,kia,kia seltos ex,https://www.autocosmos.cl/catalogo/vigente/kia/seltos
KIA,SUV,SELTOS EX TURBO FULL,1.4L,,7DCT,2024,seltos ex,kia,kia seltos ex,https://www.autocosmos.cl/catalogo/vigente/kia/seltos
KIA,SUV,SELTOS EX,1.5L,,6MT,2024,seltos ex,kia,kia seltos ex,https://www.autocosmos.cl/catalogo/vigente/kia/seltos
KIA,SUV,SELTOS EX IVT,1.5L,,,2024,seltos ex ivt,kia,kia seltos ex ivt,
KIA,SUV,SONET EX AC RI,1.5L,,6MT,2024,sonet ex ac ri,kia,kia sonet ex ac ri,
KIA,SUV,SONET EX RI FULL,1.5L,,6MT,2024,sonet ex ri,kia,kia sonet ex ri,
KIA,SUV,SONET EX IVT ACC PLUS,1.5L,,,2024,sonet ex ivt acc,kia,kia sonet ex ivt acc,
KIA,SUV,SONET EX IVT FULL,1.5L,,,2024,sonet ex ivt,kia,kia sonet ex ivt,
KIA,SUV,SONET EX IVT IR FULL,1.5L,,,2024,sonet ex ivt ir,kia,kia sonet ex ivt ir,
KIA,SUV,SORENTO EX DSL,2.2L,2WD,8DCT,2024,sorento ex dsl,kia,kia sorento ex dsl,
KIA,SUV,SORENTO EX GSL,2.5L,2WD,6AT,2024,sorento ex gsl,kia,kia sorento ex gsl,
KIA,SUV,SORENTO EX GSL FULL,2.5L,2WD,6AT,2024,sorento ex gsl,kia,kia sorento ex gsl,
KIA,SUV,SORENTO EX GSL FULL,2.5L,AWD,6AT,2024,sorento ex gsl,kia,kia sorento ex gsl,
KIA,SUV,SPORTAGE EX TURBO-GDI GSL,1.6L,AWD,7DCT,2024,sportage ex turbogdi gsl,kia,kia sportage ex turbogdi gsl,
KIA,SUV,SPORTAGE EX GSL,2.0L,,6AT,2024,sportage ex gsl,kia,kia sportage ex gsl,
KIA,SUV,SPORTAGE EX GSL BS,2.0L,,6AT,2024,sportage ex gsl bs,kia,kia sportage ex gsl bs,
KIA,SUV,SPORTAGE EX GSL,2.0L,,6MT,2024,sportage ex gsl,kia,kia sportage ex gsl,
KIA,SUV,SPORTAGE EX DSL,2.0L,AWD,8AT,2024,sportage ex dsl,kia,kia sportage ex dsl,
KIA,SUV,SPORTAGE EX DSL BS,2.0L,,8AT,2024,sportage ex dsl bs,kia,kia sportage ex dsl bs,
KIA,SUV,SPROTAGE EX GSL,2.0L,AWD,6AT,2024,sprotage ex gsl,kia,kia sprotage ex gsl,
KIA,SUV,SPROTAGE EX DSL,2.0L,,8AT,2024,sprotage ex dsl,kia,kia sprotage ex dsl,
MAHINDRA,SUV,XUV300 COMFORT,,,MT,2024,xuv300,mahindra,mahindra xuv300,
MAHINDRA,SUV,XUV300 ELITE,,,MT,2024,xuv300,mahindra,mahindra xuv300,
MAHINDRA,SUV,XUV300 LUXURY,,,MT,2024,xuv300,mahindra,mahindra xuv300,
MAXUS,SUV,D60 ELITE,,4X2,AT,2024,d60,maxus,maxus d60,https://www.autocosmos.cl/catalogo/vigente/maxus/d60
MAXUS,SUV,D60 LUXURY,,4X2,AT,2024,d60,maxus,maxus d60,https://www.autocosmos.cl/catalogo/vigente/maxus/d60
MAXUS,SUV,D90 ELITE,,4X4,AT,2024,d90,maxus,maxus d90,https://www.autocosmos.cl/catalogo/vigente/maxus/d90
MAXUS,SUV,D90 FLAGSHIP,,4X4,AT,2024,d90 flagship,maxus,maxus d90 flagship,
MAXUS,SUV,D90 LUXURY,,4X4,AT,2024,d90,maxus,maxus d90,https://www.autocosmos.cl/catalogo/vigente/maxus/d90
MAXUS,SUV,EUNIQ 6,,,AT,2024,euniq 6,maxus,maxus euniq 6,https://www.autocosmos.cl/catalogo/vigente/maxus/euniq-6
MAXUS,SUV,G90 ELITE,,,AT,2024,g90,maxus,maxus g90,https://www.autocosmos.cl/catalogo/vigente/maxus/d90
MAXUS,SUV,G90 LUXURY,,,AT,2024,g90,maxus,maxus g90,https://www.autocosmos.cl/catalogo/vigente/maxus/d90
MG,SUV,3 STD,1.5,,AT,2024,3,mg,mg 3,https://www.autocosmos.cl/catalogo/vigente/mg/3
MG,SUV,HS COM,1.5T,,,2024,hs,mg,mg hs,https://www.autocosmos.cl/catalogo/vigente/mg/hs
MG,SUV,HS DLX,1.5T,,DCT,2024,hs,mg,mg hs,https://www.autocosmos.cl/catalogo/vigente/mg/hs
MG,SUV,HS TROPHY,1.5T,,DCT,2024,hs,mg,mg hs,https://www.autocosmos.cl/catalogo/vigente/mg/hs
MG,SUV,MARVEL R DLX,,,AT,2024,marvel r,mg,mg marvel r,https://www.autocosmos.cl/catalogo/vigente/mg/marvel-r
MG,SUV,MG ZS COM,1.5L,,AT,2024,mg zs,mg,mg mg zs,
MG,SUV,MG ZS STD,1.5L,,AT,2024,mg zs,mg,mg mg zs,
MG,SUV,ONE COM,1.5T,,CVT,2024,one,mg,mg one,https://www.autocosmos.cl/catalogo/vigente/mg/one
MG,SUV,ONE DLX,1.5T,,CVT,2024,one,mg,mg one,https://www.autocosmos.cl/catalogo/vigente/mg/one
MG,SUV,RX5 COM,1.5T,,,2024,rx5,mg,mg rx5,https://www.autocosmos.cl/catalogo/vigente/mg/rx5
MG,SUV,RX5 COM,1.5T,,DCT,2024,rx5,mg,mg rx5,https://www.autocosmos.cl/catalogo/vigente/mg/rx5
MG,SUV,RX5 DLX,1.5T,,DCT,2024,rx5,mg,mg rx5,https://www.autocosmos.cl/catalogo/vigente/mg/rx5
MG,SUV,ZS COM,1.5L,,,2024,zs,mg,mg zs,https://www.autocosmos.cl/catalogo/vigente/mg/zs
MG,SUV,ZS STD,1.5L,,,2024,zs,mg,mg zs,https://www.autocosmos.cl/catalogo/vigente/mg/zs
MG,SUV,ZS EV DLX,,,AT,2024,zs ev,mg,mg zs ev,https://www.autocosmos.cl/catalogo/vigente/mg/zs-ev
MG,SUV,ZX 6 TROPHY,1.3T,,AT,2024,zx 6,mg,mg zx 6,https://www.autocosmos.cl/catalogo/vigente/mg/zx
MG,SUV,ZX COM,1.5L,,,2024,zx,mg,mg zx,https://www.autocosmos.cl/catalogo/vigente/mg/zx
MG,SUV,ZX DLX,1.5L,,CVT,2024,zx,mg,mg zx,https://www.autocosmos.cl/catalogo/vigente/mg/zx
MG,SUV,ZX DLX,1.5L,,,2024,zx,mg,mg zx,https://www.autocosmos.cl/catalogo/vigente/mg/zx
MITSUBISHI,SUV,ASX GL,1.6L,4X2,MT,2024,asx gl,mitsubishi,mitsubishi asx gl,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/asx
MITSUBISHI,SUV,ASX GLS,1.6L,4X2,MT,2024,asx,mitsubishi,mitsubishi asx,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/asx
MITSUBISHI,SUV,ASX GLS,2.0L,4X2,AT,2024,asx,mitsubishi,mitsubishi asx,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/asx
MITSUBISHI,SUV,ECLIPSE CROSS RS,1.5,4X2,AT,2024,eclipse cross rs,mitsubishi,mitsubishi eclipse cross rs,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/eclipse-cross
MITSUBISHI,SUV,ECLIPSE CROSS RX,1.5,4X2,AT,2024,eclipse cross rx,mitsubishi,mitsubishi eclipse cross rx,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/eclipse-cross
MITSUBISHI,SUV,MONTERO SPORT,3.0,2WD,AT,2024,montero,mitsubishi,mitsubishi montero,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/montero-sport
MITSUBISHI,SUV,MONTERO SPORT,3.0,4WD,AT,2024,montero,mitsubishi,mitsubishi montero,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/montero-sport
MITSUBISHI,SUV,MONTERO SPORT LIMITED,3.0,4WD,AT,2024,montero,mitsubishi,mitsubishi montero,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/montero-sport
MITSUBISHI,SUV,OUTLANDER GL,,4X2,AT,2024,outlander gl,mitsubishi,mitsubishi outlander gl,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander-sport
MITSUBISHI,SUV,OUTLANDER GLS,,4X4,AT,2024,outlander,mitsubishi,mitsubishi outlander,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander-sport
MITSUBISHI,SUV,OUTLANDER GLS LIMITED,,4X4,AT,2024,outlander,mitsubishi,mitsubishi outlander,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander-sport
MITSUBISHI,SUV,OUTLANDER GLX,,4X2,AT,2024,outlander,mitsubishi,mitsubishi outlander,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/outlander-sport
MITSUBISHI,SUV,XPANDER CROSS,,,AT,2024,xpander cross,mitsubishi,mitsubishi xpander cross,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/xpander-cross
MITSUBISHI,SUV,XPANDER GL,,,MT,2024,xpander gl,mitsubishi,mitsubishi xpander gl,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/xpander
MITSUBISHI,SUV,XPANDER GLX,,,AT,2024,xpander,mitsubishi,mitsubishi xpander,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/xpander
NISSAN,SUV,KICKS ADVANCE,,,CVT,2024,kicks,nissan,nissan kicks,https://www.autocosmos.cl/catalogo/vigente/nissan/kicks
NISSAN,SUV,KICKS ADVANCE,,,MT,2024,kicks,nissan,nissan kicks,https://www.autocosmos.cl/catalogo/vigente/nissan/kicks
NISSAN,SUV,KICKS EXCLUSIVE,,,CVT,2024,kicks exclusive,nissan,nissan kicks exclusive,
NISSAN,SUV,KICKS SENSE,,,MT,2024,kicks sense,nissan,nissan kicks sense,https://www.autocosmos.cl/catalogo/vigente/nissan/kicks
NISSAN,SUV,PATHFINDER ADVANCE,,2WD,AT,2024,pathfinder,nissan,nissan pathfinder,https://www.autocosmos.cl/catalogo/vigente/nissan/pathfinder
NISSAN,SUV,PATHFINDER ADVANCE,,4WD,AT,2024,pathfinder,nissan,nissan pathfinder,https://www.autocosmos.cl/catalogo/vigente/nissan/pathfinder
NISSAN,SUV,PATHFINDER EXCLUSIVE,,4WD,AT,2024,pathfinder exclusive,nissan,nissan pathfinder exclusive,
NISSAN,SUV,PATHFINDER SENSE,,2WD,AT,2024,pathfinder sense,nissan,nissan pathfinder sense,https://www.autocosmos.cl/catalogo/vigente/nissan/pathfinder
NISSAN,SUV,QASHQAI ADVANCE,,,CVT,2024,qashqai,nissan,nissan qashqai,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,QASHQAI ADVANCE PLUS,,,CVT,2024,qashqai,nissan,nissan qashqai,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,QASHQAI ADVANCE,,,MT,2024,qashqai,nissan,nissan qashqai,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,QASHQAI EXCLUSIVE,,4WD,CVT,2024,qashqai exclusive,nissan,nissan qashqai exclusive,
NISSAN,SUV,QASHQAI SENSE,,,MT,2024,qashqai sense,nissan,nissan qashqai sense,https://www.autocosmos.cl/catalogo/vigente/nissan/qashqai
NISSAN,SUV,X-TRAIL ADVANCE 3 ROW E-POWER,,AWD,,2024,xtrail 3 row epower,nissan,nissan xtrail 3 row epower,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail-e-power
NISSAN,SUV,X-TRAIL ADVANCE 3ROW,,,CVT,2024,xtrail 3row,nissan,nissan xtrail 3row,https://www.autocosmos.cl/catalogo/vigente/nissan/x-trail
NISSAN,SUV,X-TRAIL EXCLUSIVE 3 ROW E-POWER,,AWD,,2024,xtrail exclusive 3 row epower,nissan,nissan xtrail exclusive 3 row epower,
NISSAN,SUV,X-TRAIL EXCLUSIVE 3ROW -,,AWD,CVT,2024,xtrail exclusive 3row,nissan,nissan xtrail exclusive 3row,
NISSAN,SUV,X-TRAIL SEMSE 3ROW,,,CVT,2024,xtrail semse 3row,nissan,nissan xtrail semse 3row,
NISSAN,SUV,X-TRAIL SENSE 2ROW,,,CVT,2024,xtrail sense 2row,nissan,nissan xtrail sense 2row,
OPEL,SUV,CROSSLAND EDITION AT6 E6.4,1.2T,,,2024,crossland at6 e64,opel,opel crossland at6 e64,
OPEL,SUV,CROSSLAND EDITION MT6,1.2T,,,2024,crossland mt6,opel,opel crossland mt6,https://www.autocosmos.cl/catalogo/vigente/opel/crossland
OPEL,SUV,GRANDLAND GRANDLAND GS AT8,1.2T,,,2024,grandland grandland gs at8,opel,opel grandland grandland gs at8,
OPEL,SUV,GRANDLAND GRANDLAND GS MT6,1.2T,,,2024,grandland grandland gs mt6,opel,opel grandland grandland gs mt6,
OPEL,SUV,GRANDLAND GRANDLAND GS 1.5TD AT8,,,,2024,grandland grandland gs 15td at8,opel,opel grandland grandland gs 15td at8,
OPEL,SUV,GRANDLAND GRANDLAND ULTIMATE AT8,1.2T,,,2024,grandland grandland ultimate at8,opel,opel grandland grandland ultimate at8,
OPEL,SUV,MOKKA ELEGANCE 130HP MT6 E6.4,1.2,,,2024,mokka 130hp mt6 e64,opel,opel mokka 130hp mt6 e64,
OPEL,SUV,MOKKA ELEGANCE 130HP AT8,1.2T,,,2024,mokka 130hp at8,opel,opel mokka 130hp at8,
OPEL,SUV,MOKKA GS LINE 130HP AT8,1.2T,,,2024,mokka gs 130hp at8,opel,opel mokka gs 130hp at8,
OPEL,SUV,MOKKA 1.5TD ELEGANCE 110HP MT6,,,,2024,mokka 15td 110hp mt6,opel,opel mokka 15td 110hp mt6,
PEUGEOT,SUV,ACTIVE PACK PURETECH 130HP,1.2,,,2024,active pack puretech 130hp,peugeot,peugeot active pack puretech 130hp,
PEUGEOT,SUV,ALTURE PACK PURETECH 130HP,1.2,,,2024,alture pack puretech 130hp,peugeot,peugeot alture pack puretech 130hp,
PEUGEOT,SUV,ALTURE PACK BLUEHDI 130HP,1.5,,EAT8,2024,alture pack bluehdi 130hp,peugeot,peugeot alture pack bluehdi 130hp,
PEUGEOT,SUV,ELÉCTRICO 136HP,,,,2024,electrico 136hp,peugeot,peugeot electrico 136hp,
PEUGEOT,SUV,ACTIVE PACK PURETECH 130HP,1.2,,,2024,active pack puretech 130hp,peugeot,peugeot active pack puretech 130hp,
PEUGEOT,SUV,ALTURE BLUEHDI 130HP,1.5,,EAT8,2024,alture bluehdi 130hp,peugeot,peugeot alture bluehdi 130hp,
PEUGEOT,SUV,ALTURE PACK THP 1650HP,1.6,,EAT6,2024,alture pack thp 1650hp,peugeot,peugeot alture pack thp 1650hp,
PEUGEOT,SUV,GT BLUEHDI 130HP,1.5,,EAT8,2024,gt bluehdi 130hp,peugeot,peugeot gt bluehdi 130hp,
PEUGEOT,SUV,GT PURETECH 180HP,1.6,,EAT8,2024,gt puretech 180hp,peugeot,peugeot gt puretech 180hp,
PEUGEOT,SUV,HYBRID4 300 EEAT8,,,,2024,hybrid4 300 eeat8,peugeot,peugeot hybrid4 300 eeat8,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
PEUGEOT,SUV,ALTURE BLUEHDI 130HP,1.5,,EAT8,2024,alture bluehdi 130hp,peugeot,peugeot alture bluehdi 130hp,
PEUGEOT,SUV,GT BLUEHDI 130HP,1.5,,EAT8,2024,gt bluehdi 130hp,peugeot,peugeot gt bluehdi 130hp,
PEUGEOT,SUV,ALTURETHP 165HP,1.6,,EAT6,2024,alturethp 165hp,peugeot,peugeot alturethp 165hp,
PEUGEOT,SUV,GT PURETECH 180HP,1.6,,EAT8,2024,gt puretech 180hp,peugeot,peugeot gt puretech 180hp,
PEUGEOT,SUV,GT BLACK PACK BLUEHDI 130,,,EAT8,2024,gt black pack bluehdi 130,peugeot,peugeot gt black pack bluehdi 130,
PEUGEOT,SUV,GT BLACK PACK PURETECH 180,,,EAT8,2024,gt black pack puretech 180,peugeot,peugeot gt black pack puretech 180,
PEUGEOT,SUV,RIFTER ALURE BLUEHDI 100,,,MT,2024,rifter alure bluehdi 100,peugeot,peugeot rifter alure bluehdi 100,
PEUGEOT,SUV,RIFTER ALURE BLUEHDI 130,,,AT,2024,rifter alure bluehdi 130,peugeot,peugeot rifter alure bluehdi 130,
PEUGEOT,SUV,RIFTER ALURE PURETECH 130,,,AT,2024,rifter alure puretech 130,peugeot,peugeot rifter alure puretech 130,
SSANGYONG,SUV,KORANDO GLX 6AB,1.5T,2WD,AT,2024,korando 6ab,ssangyong,ssangyong korando 6ab,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO GLX 6AB,1.5T,2WD,MT,2024,korando 6ab,ssangyong,ssangyong korando 6ab,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO GLX 1.6TD 6AB,,2WD,AT,2024,korando 16td 6ab,ssangyong,ssangyong korando 16td 6ab,
SSANGYONG,SUV,KORANDO GLX 1.6TD 6AB,,2WD,MT,2024,korando 16td 6ab,ssangyong,ssangyong korando 16td 6ab,
SSANGYONG,SUV,KORANDO LIMITED 6AB,1.5T,2WD,AT,2024,korando 6ab,ssangyong,ssangyong korando 6ab,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,KORANDO LX,1.5T,2WD,MT,2024,korando,ssangyong,ssangyong korando,https://www.autocosmos.cl/catalogo/vigente/ssangyong/korando
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,2WD,AT,2024,rexton 22td 6ab,ssangyong,ssangyong rexton 22td 6ab,
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,2WD,MT,2024,rexton 22td 6ab,ssangyong,ssangyong rexton 22td 6ab,
SSANGYONG,SUV,REXTON GLX 2.2TD 6AB,,4WD,AT,2024,rexton 22td 6ab,ssangyong,ssangyong rexton 22td 6ab,
SSANGYONG,SUV,REXTON LX 6AB,2.0T,4WD,AT,2024,rexton 6ab,ssangyong,ssangyong rexton 6ab,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON LX 6AB,2.0T,2WD,MT,2024,rexton 6ab,ssangyong,ssangyong rexton 6ab,https://www.autocosmos.cl/catalogo/vigente/ssangyong/rexton
SSANGYONG,SUV,REXTON LX 2.2TD 2AB,,2WD,AT,2024,rexton 22td 2ab,ssangyong,ssangyong rexton 22td 2ab,
SSANGYONG,SUV,REXTON LX 2.2TD 2AB,,2WD,MT,2024,rexton 22td 2ab,ssangyong,ssangyong rexton 22td 2ab,
SSANGYONG,SUV,TIVOLI GLX,1.6,2WD,MT,2024,tivoli,ssangyong,ssangyong tivoli,https://www.autocosmos.cl/catalogo/vigente/ssangyong/tivoli
SSANGYONG,SUV,TIVOLI LIMITED 6 AB,1.6,2WD,AT,2024,tivoli 6 ab,ssangyong,ssangyong tivoli 6 ab,https://www.autocosmos.cl/catalogo/vigente/ssangyong/tivoli
SSANGYONG,SUV,TIVOLI LX,1.6,2WD,MT,2024,tivoli,ssangyong,ssangyong tivoli,https://www.autocosmos.cl/catalogo/vigente/ssangyong/tivoli
SSANGYONG,SUV,TORRES GLX,1.5T,2WD,AT,2024,torres,ssangyong,ssangyong torres,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES GLX,1.5T,2WD,MT,2024,torres,ssangyong,ssangyong torres,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES GLX,1.5T,4WD,AT,2024,torres,ssangyong,ssangyong torres,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES LIMITED PLUS BITONO,1.5T,4WD,AT,2024,torres bitono,ssangyong,ssangyong torres bitono,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
SSANGYONG,SUV,TORRES LIMITED PLUS SUNROOF,1.5T,4WD,AT,2024,torres sunroof,ssangyong,ssangyong torres sunroof,https://www.autocosmos.cl/catalogo/vigente/ssangyong/torres
