Modelo,ID,our_id
marcopolo ideale 800 a/c y baño mercedes benz of-1724,[1538992],2411
marcopolo ideale 800 acceso universal mercedes of-1724 euro v,[1673162],2412
marcopolo ideale 800 air,[1673155],2413
marcopolo ideale 800 aire acondicionado,[1673161],2414
marcopolo ideale 800 ejecutivo mercedes benz of-1724 euro v,[1673154],2415
marcopolo paradiso 1050 g7 mercedes benz o-500 rs euro v,[1673169],2416
marcopolo senior rural g7 asiento fijo mercedes benz lo-916 euro v,[1673140],2417
marcopolo senior rural g7 asientos reclinables mercedes benz lo-916 euro v,[1673139],2418
marcopolo senior rural g7 volkswagen 9160 od euro v,[1673138],2419
marcopolo senior turismo g7 acceso universal mercedes benz lo-916 euro v,[1673137],2420
marcopolo senior turismo g7 mercedes benz lo-916 euro v,[1673136],2421
marcopolo senior turismo g7 volkswagen 9.160 od euro v,[1673135],2422
marcopolo senior urbano g7 acceso universal mercedes benz lo-916 euro v,[1673134],2423
marcopolo senior urbano g7 acceso universal volkswagen 9.160 od euro v,[1673131],2424
marcopolo senior urbano g7 mercedes benz lo-916/45 euro v,[1673132],2425
marcopolo senior urbano g7 mercedes benz lo-916/48 euro v,[1673133],2426
marcopolo senior urbano g7 volkswagen 9.160 od euro v,[1673130],2427
marcopolo torino acceso universal,[1673157],2428
marcopolo torino urbano pesado mercedes benz of-1724 euro v,[1673156],2429
marcopolo viaggio 1050 g7 a,"[1673164, 1673165, 1673163]",2430
marcopolo viaggio 1050 g7 asiento ejecutivo scania k-360 euro v,[1673167],2431
marcopolo viaggio 1050 g7 asiento semi-cama scania k-360 euro v,[1673168],2432
marcopolo viaggio 1050 g7 ejecutivo volvo b-380 euro v,[1673166],2433
marcopolo viaggio 1050 g7 k410c at 2024,"[2061228, 2061229, 2061230, 2061231, 2061232, 2061233, 2061234, 2061235, 2061236, 2061237, 2061238, 2061240, 2061241, 2061242, 2061243]",2434
marcopolo viaggio 1050 g7 mercedes benz o-500 r euro v,[1673158],2435
marcopolo viaggio 1050 g7 mercedes benz o-500 rs,[1538999],2436
marcopolo viaggio 1050 g7 mercedes benz of-1724 euro v,[1673159],2437
marcopolo viaggio 900 g7 mercedes benz of-1724 euro v,[1673160],2438
mascarello city mercedes benz lo - 916/48 urbano ,[1695649],2439
mascarello city mercedes benz lo-916/45 urbano ,[1695650],2440
mascarello city mercedes benz lo-916/48 elevador urbano ,[1695651],2441
mascarello city mercedes benz lo-916/48 rural ,[1695652],2442
mascarello city volkswagen 9.160 od rural ,[1695653],2443
mascarello city volkswagen 9.160 od urbano ,[1695647],2444
mascarello gran miró s4 mercedes benz lo-916/48 pullman full ,[1695655],2445
mascarello gran miró s4 volkswagen 9160 od pullman full ,[1695657],2446
mascarello roma 350 scania k400 pullman full,[1705099],2447
mascarello roma 350 volvo b420r pullman full,[1705100],2448
mascarello roma m4 mercedes benz of-1724 elevador pullman full,[1705120],2449
mascarello roma m4 mercedes benz of-1724 pullman full,[1705121],2450
mascarello roma r4 mercedes benz o-500rs elevador pullman full,[1705131],2451
mascarello roma r4 mercedes benz o-500rs pullman full,[1705126],2452
mascarello roma r4 scania k360 elevador pullman full,[1705127],2453
mascarello roma r4 scania k360 pullman full,[1705128],2454
mascarello roma r4 volvo b380r elevador pullman full,[1705129],2455
mascarello roma r4 volvo b380r pullman full,[1705130],2456
massey ferguson mf 2635 t4,[1623206],2457
massey ferguson mf 4275 t4fk,[1623207],2458
massey ferguson mf 6711 t4,[1623208],2459
massey ferguson mf 6711 t4k,[1623209],2460
massey ferguson mf 6711 t4s,[1668064],2461
massey ferguson mf 7615 t4k,[1623210],2462
massey ferguson mf 8732s t4k,[1623211],2463
massey ferguson mf 8737s t4k,[1623212],2464
massey ferguson mf290 t4,[1623213],2465
massey ferguson mf290t4super,[1668066],2466
massey ferguson mf291 t4,[1623214],2467
massey ferguson mf4275 t4f,[1623215],2468
massey ferguson mf4283 t4f,[1623216],2469
massey ferguson mf4283 t4fk,[1623217],2470
massey ferguson mf4290 t4k,[1623218],2471
massey ferguson mf4292 t4,[1623219],2472
massey ferguson mf4292 t4k,[1623220],2473
massey ferguson mf4292 t4s,[1668065],2474
massey ferguson mf4297 t4,[1623221],2475
massey ferguson mf4299 t4k,[1623222],2476
massey ferguson mf4709t4k,[1668067],2477
massey ferguson mf5712 t4k,[1623224],2478
massey ferguson mf6713 t4k,[1623225],2479
massey ferguson mf7614 t4k,[1623226],2480
massey ferguson mf7618 t4k,[1623227],2481
massey ferguson mf7724 t4k,[1623228],2482
massey ferguson mf8737t4k pto fron,[1668068],2483
maxus c35,"[1670288, 1670288]",2484
maxus c35 carrocería plana,"[1670289, 1670289]",2485
maxus c35 l,"[1670290, 1670290]",2486
maxus c35 l carrocería plana,[1670291],2487
maxus d60 elite 7dct 4x2 at 2024,"[2054456, 2054453, 2054451, 2054452, 2054453, 2054454, 2054455, 2054456, 2054457, 2054458, 2054461, 2054463, 2054448, 2054449, 2054450, 2054451, 2054452, 2054453, 2054454, 2054455, 2054456, 2054457, 2054458, 2054459, 2054460, 2054461, 2054462, 2054463, 2054452, 2054453, 2054454, 2054456, 2054457, 2054458, 2054461, 2054463]",2488
maxus d60 luxury 7dct 4x2 at 2024,"[2054473, 2054479, 2054470, 2054468, 2054469, 2054470, 2054471, 2054472, 2054473, 2054474, 2054475, 2054478, 2054480, 2054465, 2054466, 2054467, 2054468, 2054469, 2054470, 2054471, 2054472, 2054473, 2054474, 2054475, 2054476, 2054477, 2054478, 2054479, 2054480, 2054469, 2054470, 2054471, 2054473, 2054474, 2054475, 2054478, 2054480]",2489
maxus d90 elite 4x4 at 2024,"[2054488, 2054485, 2054486, 2054487, 2054488, 2054489, 2054490, 2054491, 2054492, 2054495, 2054497, 2054482, 2054483, 2054484, 2054485, 2054486, 2054487, 2054488, 2054489, 2054490, 2054491, 2054492, 2054493, 2054494, 2054495, 2054496, 2054497, 2054486, 2054487, 2054488, 2054490, 2054491, 2054492, 2054495, 2054497]",2490
maxus d90 flagship 4x4 at 2024,"[2054524, 2054522, 2054519, 2054520, 2054521, 2054522, 2054523, 2054524, 2054525, 2054526, 2054529, 2054531, 2054516, 2054517, 2054518, 2054519, 2054520, 2054521, 2054522, 2054523, 2054524, 2054525, 2054526, 2054527, 2054528, 2054529, 2054530, 2054531, 2054520, 2054521, 2054522, 2054524, 2054525, 2054526, 2054529, 2054531]",2491
maxus d90 luxury 4x4 at 2024,"[2054507, 2054505, 2054502, 2054503, 2054504, 2054505, 2054506, 2054507, 2054508, 2054509, 2054512, 2054514, 2054499, 2054500, 2054501, 2054502, 2054503, 2054504, 2054505, 2054506, 2054507, 2054508, 2054509, 2054510, 2054511, 2054512, 2054513, 2054514, 2054503, 2054504, 2054505, 2054507, 2054508, 2054509, 2054512, 2054514]",2492
maxus deliver 9 cargo l2h2 2024,"[2049333, 2049338, 2049344]",2493
maxus deliver 9 escolar 24+1 mt 2024,"[2059518, 2059519, 2059520, 2059522, 2059523, 2059524, 2059527, 2059529]",2494
maxus deliver 9 l3h2 mt 2024,"[2061963, 2061964, 2061965, 2061967, 2061968, 2061969, 2061972, 2061974]",2495
maxus edeliver 9 l2h2 2024,[2049412],2496
maxus edeliver 9 l3h2 2024,[2049395],2497
maxus euniq 6 at 2024,[2054541],2498
maxus ev30 cargo van,[1670632],2499
maxus ev80 cargo van,[1670633],2500
maxus ev80 chasis carga general,[1670885],2501
maxus ev80 minibus 15+1,[1670771],2502
maxus g-10 1.9l cargo,[1670639],2503
maxus g10 6+1,[1670773],2504
maxus g10 6+1 ejecutiva,"[1670774, 1670774]",2505
maxus g10 9+1,"[1670775, 1670776, 1670776, 1670775]",2506
maxus g10 cargo,"[1670640, 1670640]",2507
maxus g10 cargo 2024,"[2049367, 2049372, 2049378]",2508
maxus g10 escolar 18+1,[1670778],2509
maxus g10 minibus 6+1,[1670779],2510
maxus g10 minibus 6+1 e6 2024,"[2050762, 2050765, 2050761, 2050762, 2050765, 2050766, 2050767, 2050772, 2050760, 2050761, 2050762, 2050763, 2050764, 2050765, 2050766, 2050767, 2050770, 2050772]",2511
maxus g10 minibus 9+1,[1670780],2512
maxus g10 minibus 9+1 e6 2024,"[2050784, 2050787, 2050778, 2050779, 2050780, 2050782, 2050783, 2050789, 2050779, 2050782, 2050774, 2050775, 2050776, 2050777, 2050778, 2050779, 2050780, 2050781, 2050782, 2050783, 2050784, 2050787, 2050788, 2050789, 2050777, 2050778, 2050779, 2050780, 2050781, 2050782, 2050783, 2050784, 2050787, 2050789]",2513
maxus g10 van escolar e5,"[1670781, 1670782, 1670781, 1670782]",2514
maxus g90 elite at 2024,"[2054563, 2054558]",2515
maxus g90 luxury at 2024,"[2054573, 2054580, 2054575]",2516
maxus g90 minibus elite 6+1 2024,"[2050932, 2050935, 2050931, 2050932, 2050935, 2050936, 2050937, 2050942, 2050940, 2050930, 2050931, 2050932, 2050933, 2050934, 2050935, 2050936, 2050937, 2050940, 2050942]",2517
maxus g90 minibus luxury 6+1 2024,"[2050949, 2050952, 2050948, 2050949, 2050952, 2050953, 2050954, 2050959, 2050957, 2050948, 2050949, 2050950, 2050951, 2050952, 2050953, 2050954, 2050957, 2050959, 2050947]",2518
maxus mifa 9 90 kwh luxury 2024,"[2050965, 2050966, 2050976]",2519
"maxus new v80 fl cargo van 11,5 m3 e5",[1670689],2520
maxus new v80 fl chasis cabina,[1670448],2521
maxus new v80 fl chasis carroceria carga general,[1670449],2522
maxus new v80 fl chassis carroceria plana,[1670450],2523
maxus new v80 fl minibus 12+1 e5,"[1670805, 1670805]",2524
maxus new v80 fl minibus 12+1 e5 dlx,[1670806],2525
maxus new v80 fl minibus 15+1 e5 dlx,"[1670808, 1670807, 1670807, 1670808]",2526
maxus new v80 fl van escolar e5,[1670811],2527
maxus t60 2.8l dx 4x2,"[1670549, 1670549]",2528
maxus t60 2.8l dx 4x2 cs,[1670550],2529
maxus t60 2.8l dx 4x4,"[1670551, 1670551, 1670551]",2530
maxus t60 2.8l dx 4x4 cs,"[1670552, 1670552]",2531
maxus t60 2.8l gl 4x2,"[1670553, 1670553]",2532
maxus t60 2.8l gl 4x2 aut,"[1670554, 1670554]",2533
maxus t60 2.8l gl 4x4,"[1670555, 1670555]",2534
maxus t60 2.8l glx 4x4 aut,"[1670556, 1670556]",2535
maxus t60 4x2 dx mt e6,"[2033127, 2033127, 2033128, 2033129, 2033128, 2033127, 2033126, 2033129, 2033130]",2536
maxus t60 4x2 gl at e6,"[2033133, 2033135, 2033134, 2033133, 2033135, 2033136, 2033132, 2033133, 2033134]",2537
maxus t60 4x2 gl mt e6,"[2033139, 2033141, 2033140, 2033139, 2033139, 2033140, 2033141, 2033142, 2033138]",2538
maxus t60 4x4 ancap mt e6,"[2033145, 2033147, 2033146, 2033145]",2539
maxus t60 4x4 dx mt e6,"[2033151, 2033153, 2033152, 2033151, 2033150, 2033151, 2033152, 2033153, 2033154]",2540
maxus t60 4x4 gl mt e6,"[2033157, 2033159, 2033158, 2033157, 2033156, 2033157, 2033158, 2033159, 2033160]",2541
maxus t60 4x4 glx at e6,"[2033163, 2033163, 2033164, 2033165, 2033166, 2033162, 2033163, 2033164, 2033165]",2542
maxus t60 ancap e6 4x4 mt 2024,"[2042508, 2042505, 2042499, 2042500, 2042501, 2042503, 2042504, 2042510, 2042503, 2042499, 2042501, 2042503, 2042508, 2042495, 2042496, 2042497, 2042498, 2042499, 2042500, 2042501, 2042502, 2042503, 2042504, 2042505, 2042508, 2042509, 2042510]",2543
maxus t60 dx 4x2 mt 2024,"[2043247, 2043251, 2043252, 2043253, 2043258, 2043246, 2043247, 2043248, 2043249, 2043250, 2043251, 2043252, 2043253, 2043256, 2043258, 2043247, 2043248, 2043249, 2043251, 2043252, 2043256, 2043258]",2544
maxus t60 dx 4x4 d20,[1670557],2545
maxus t60 dx e6 4x2 mt 2024,"[2042423, 2042420, 2042414, 2042415, 2042416, 2042418, 2042419, 2042425, 2042413, 2042414, 2042415, 2042416, 2042417, 2042418, 2042419, 2042420, 2042423, 2042425, 2042418, 2042414, 2042416, 2042418, 2042410, 2042411, 2042412, 2042413, 2042414, 2042415, 2042418, 2042419, 2042420, 2042423, 2042424, 2042425, 2042423]",2546
maxus t60 dx e6 4x4 mt 2024,"[2042491, 2042488, 2042487, 2042482, 2042483, 2042486, 2042493, 2042484, 2042487, 2042481, 2042482, 2042483, 2042484, 2042485, 2042486, 2042488, 2042491, 2042493, 2042483, 2042484, 2042485, 2042478, 2042479, 2042480, 2042481, 2042482, 2042486, 2042487, 2042488, 2042489, 2042490, 2042491, 2042492, 2042493, 2042486, 2042482, 2042484, 2042486, 2042478, 2042479, 2042480, 2042481, 2042482, 2042483, 2042486, 2042488, 2042491, 2042492, 2042493, 2042491]",2547
maxus t60 e6 gl 4x2 at 2024,"[2042457, 2042454, 2042452, 2042448, 2042450, 2042452, 2042457, 2042444, 2042445, 2042446, 2042447, 2042448, 2042449, 2042450, 2042451, 2042452, 2042453, 2042458, 2042459]",2548
maxus t60 e6 gl 4x2 mt 2024,"[2042440, 2042437, 2042431, 2042432, 2042433, 2042435, 2042436, 2042442, 2042431, 2042433, 2042435, 2042440, 2042427, 2042428, 2042429, 2042430, 2042431, 2042432, 2042433, 2042434, 2042435, 2042436, 2042437, 2042440, 2042441, 2042442]",2549
maxus t60 e6 gl 4x4 mt 2024,"[2042525, 2042522, 2042516, 2042517, 2042520, 2042521, 2042527, 2042518, 2042517, 2042518, 2042519, 2042522, 2042515, 2042516, 2042520, 2042521, 2042525, 2042527, 2042520, 2042516, 2042520, 2042518, 2042512, 2042513, 2042514, 2042515, 2042516, 2042517, 2042520, 2042521, 2042522, 2042525, 2042526, 2042527, 2042525, 2042512, 2042513, 2042514, 2042515, 2042516, 2042517, 2042518, 2042519, 2042520, 2042521, 2042522, 2042523, 2042524, 2042525, 2042526, 2042527]",2550
maxus t60 e6 glx 4x4 at 2024,"[2042542, 2042539, 2042533, 2042534, 2042535, 2042537, 2042538, 2042544, 2042537, 2042533, 2042535, 2042537, 2042542, 2042529, 2042530, 2042531, 2042532, 2042533, 2042534, 2042535, 2042536, 2042537, 2042538, 2042539, 2042542, 2042543, 2042544]",2551
maxus t60 gl 4x4 d20,[1670558],2552
maxus t60 glx 4x4 d20,"[1670559, 1670559]",2553
maxus t60 sc 4x2 dx mt e6,"[2033171, 2033170, 2033169, 2033168, 2033169, 2033170, 2033171, 2033172, 2033169]",2554
maxus t60 sc 4x4 dx mt e6,"[2033175, 2033177, 2033176, 2033175, 2033174, 2033175, 2033176, 2033177, 2033178]",2555
maxus t60 sc dx e6 4x2 mt 2024,"[2043264, 2043266, 2043268, 2043273, 2043260, 2043261, 2043262, 2043263, 2043264, 2043265, 2043266, 2043267, 2043268, 2043269, 2043270, 2043273, 2043274, 2043275]",2556
maxus t60 sc dx e6 4x4 mt 2024,"[2042466, 2042467, 2042468, 2042471, 2042464, 2042465, 2042469, 2042470, 2042474, 2042476, 2042474, 2042471, 2042465, 2042466, 2042467, 2042469, 2042470, 2042476, 2042469, 2042465, 2042469, 2042467, 2042461, 2042462, 2042463, 2042464, 2042465, 2042466, 2042469, 2042470, 2042471, 2042474, 2042475, 2042476, 2042474]",2557
maxus t90 4x4 at e6,"[2033181, 2033180, 2033181, 2033182, 2033183, 2033184, 2033181, 2033182, 2033183]",2558
maxus t90 4x4 mt e6,"[2033187, 2033186, 2033187, 2033188, 2033189, 2033190, 2033187, 2033188, 2033189]",2559
maxus t90 e6 4x4 at 2024,"[2042576, 2042573, 2042567, 2042568, 2042569, 2042571, 2042572, 2042578, 2042571, 2042567, 2042569, 2042571, 2042563, 2042564, 2042565, 2042566, 2042567, 2042568, 2042569, 2042570, 2042571, 2042572, 2042573, 2042576, 2042577, 2042578]",2560
maxus t90 e6 4x4 mt 2024,"[2042559, 2042556, 2042550, 2042551, 2042552, 2042554, 2042555, 2042561, 2042554, 2042550, 2042552, 2042554, 2042546, 2042547, 2042548, 2042549, 2042550, 2042551, 2042552, 2042553, 2042554, 2042555, 2042556, 2042559, 2042560, 2042561]",2561
maxus t90 ev 4x2 at 2024,"[2042584, 2042587, 2042588, 2042589, 2042595, 2042580, 2042581, 2042582, 2042583, 2042584, 2042585, 2042586, 2042587, 2042588, 2042589, 2042590, 2042593, 2042594, 2042595]",2562
maxus v80 12+1,"[1673022, 1673022]",2563
maxus v80 15+1,"[1673023, 1673023]",2564
maxus v90 12m3 l3h3,"[1670729, 1670729]",2565
maxus v90 13m3 l3h3,"[1670730, 1670730]",2566
maxus v90 escolar,[1670862],2567
maxus v90 minibus 15+1 a3,"[1670863, 1670863, 1670863]",2568
maxus v90 minibus 15+1 a4 at,"[1670864, 1670864]",2569
maxus v90 minibus 15+1 dr at,[1670865],2570
maxus v90 minibus 16+1 a4 dr,"[1670866, 1670866]",2571
maxus v90 minibus techo alto 15+1 a4,"[1670867, 1670867]",2572
maxus v90 minibus techo medio 15+1 a3,"[1670868, 1670868]",2573
mazda 2 1.5l s ipm,[1669892],2574
mazda 2 1.5l v aut ipm,[1669895],2575
mazda 2 1.5l v ipm,[1669896],2576
mazda 3 2.0l s,[1669897],2577
mazda 3 2.0l v,[1669898],2578
mazda 3 2.0l v aut,[1669899],2579
mazda 3 2.5l gtx aut,[1669900],2580
mazda 3 sport 2.0l s,[1669580],2581
mazda 3 sport 2.0l v,[1669581],2582
mazda 3 sport 2.0l v aut,[1669582],2583
mazda 3 sport 2.5l gtx,[1669583],2584
mazda 3 sport 2.5l gtx aut,[1669584],2585
mazda 6 2.0l v,[1669926],2586
mazda 6 2.5l gtx turbo aut,[1669930],2587
mazda 6 sdn v 2.5 6at cuero,[1830212],2588
mazda all new bt-50 core 4x4 6at,"[2039994, 2039995]",2589
mazda all new bt-50 core 4x4 6mt,"[2040000, 2040001]",2590
mazda bt-50 core 4x4 at 2024,"[2048926, 2048928]",2591
mazda bt-50 core 4x4 mt 2024,"[2048909, 2048911]",2592
mazda bt-50 high 4x4 at 2024,"[2048943, 2048945]",2593
mazda bt-50 high plus 4x4 at 2024,"[2048960, 2048962]",2594
mazda cx-3 2.0l r 2wd aut,[1668824],2595
mazda cx-3 2.0l r awd,[1668825],2596
mazda cx-3 2.0l r awd aut,[1668826],2597
mazda cx-30 2.0l gtx aut,[1668827],2598
mazda cx-30 2.0l gtx awd aut,[1668828],2599
mazda cx-30 2.0l s,[1668829],2600
mazda cx-30 2.0l s aut,[1668830],2601
mazda cx-30 2.0l v,[1668831],2602
mazda cx-30 2.0l v aut,[1668832],2603
mazda cx-30 2.0l v aut awd,[1668833],2604
mazda cx-30 2.5l gtx awd aut,[1668834],2605
mazda cx-5 2.0l gt awd aut ipm,[1668836],2606
mazda cx-5 2.0l r 2wd aut ipm,[1668839],2607
mazda cx-5 2.0l r 2wd ipm,[1668840],2608
mazda cx-5 2.0l r awd aut ipm,[1668843],2609
mazda cx-5 2.0l r awd ipm,[1668844],2610
mazda cx-5 2.2l gt diesel awd aut ipm,[1668845],2611
mazda cx-5 2.5l gt awd aut ipm,[1668848],2612
mazda cx-5 2.5l gtx turbo plus ipm,[1668849],2613
mazda cx-9 2.5l gtx awd turbo ipm,[1668859],2614
mazda cx-9 2.5l gtx awd turbo plus ipm,[1668860],2615
mazda cx-9 2.5l r 2wd turbo ipm,[1668862],2616
mañez lozano pulverizador dinamic 1500,[1623795],2617
mañez lozano pulverizador dinamic 2000,[1623796],2618
mañez lozano pulverizador dinamic 2000 twister,[1623797],2619
mañez lozano pulverizador dinamic 3000,[1668601],2620
mercedes benz accelo 1016 4x2 con grúa hyva,[1668256],2621
mercedes benz accelo 1016 4x2 recolector 7m3,"[1672542, 1672542]",2622
mercedes benz accelo 1016/44 4x2 euro v aljibe acero carbono de 5m3 con motobomba,[1671853],2623
mercedes benz accelo 1016/44 4x2 euro v aljibe acero carbono de 5m3 oleohidraulico,[1671854],2624
mercedes benz accelo 1016/44 4x2 euro v aljibe acero inoxidable de 5m3 con motobomba,[1671855],2625
mercedes benz accelo 1016/44 4x2 euro v aljibe acero inoxidable de 5m3 oleohidraulico,[1671856],2626
mercedes benz accelo 1016/44 4x2 euro v cisterna estanque de combustible de 6m3,[1671857],2627
mercedes benz accelo 1016/44 4x2 euro v plataforma hidraulica mq,[1671859],2628
mercedes benz accelo 1016/44 4x2 recolector de 7m3,"[1671861, 1671861]",2629
mercedes benz actros 3336k - tolva materialera reforzada 15m3,"[1672935, 1672935]",2630
mercedes benz actros 3336k 15 m3 minera,"[1539046, 1539046]",2631
mercedes benz actros 3336k tolva roquera 15m3,[1672923],2632
mercedes benz actros 4144k 20 m3 minera o roquera,[1539047],2633
mercedes benz actros 4144k tolva minera,[1672924],2634
mercedes benz arocs 3236 8x4/4 5150 classic 4 tolva para gravilla de 6m3 cl,[1672824],2635
mercedes benz arocs 3236 8x4/4 5150 classic 4 tolva para gravilla de 8m3 cl,[1672825],2636
mercedes benz arocs 3342 k 6x4 3600 tolva 15m3,[1672826],2637
mercedes benz arocs 3342 k 6x4 3600 tolva trm 15m3 p/estándar,[1672827],2638
mercedes benz arocs 3342 k 6x4 3600 tolva trm 15m3 p/minera o roquera,"[1672828, 1672828, 1672828]",2639
mercedes benz arocs 3342 k 6x4 aljibe acero carbono de 20m3 oleohidraulico,"[1671862, 1671862]",2640
mercedes benz arocs 4848 k 8x4/4 4500 tolva 20m3,[1672829],2641
mercedes benz arocs 4848 k 8x4/4 4500 tolva trm 20m3 p/estándar,[1672830],2642
mercedes benz arocs 4848 k 8x4/4 4500 tolva trm 20m3 p/minera o roquera,[1672831],2643
mercedes benz arocs 4848 k 8x4/4 aljibe acero carbono de 20m3 oleohidraulico,[1671863],2644
mercedes benz arocs 4848 k 8x4/4 aljibe acero carbono de 30m3 oleohidraulico,[1671864],2645
mercedes benz arocs 4848 k 8x4/4 aljibe acero inoxidable de 20m3 oleohidraulico,[1671865],2646
mercedes benz atego 1419 4x2 (euro v) con grúa hjyva,[1668257],2647
mercedes benz atego 1419 4x2 (euro v) recolector 8m3,"[1672543, 1672543]",2648
mercedes benz atego 1419 4x2 euro v aljibe acero carbono de 7m3 con motobomba,[1671866],2649
mercedes benz atego 1419 4x2 euro v aljibe acero carbono de 7m3 oleohidraulico,[1671867],2650
mercedes benz atego 1419 4x2 euro v aljibe acero inoxidable de 7m3 con motobomba,[1671868],2651
mercedes benz atego 1419 4x2 euro v aljibe acero inoxidable de 7m3 oleohidraulico,[1671869],2652
mercedes benz atego 1419 4x2 euro v carroceria plana 7.000 mm con barandas,"[1671870, 1671870]",2653
