marca,tipo producto,Model Name,Engine,Drive,Transmission,Year
chevrolet,furgon,n400 max ii 1.5l,,,MT,
chevrolet,furgon,n400 max ii 1.5l ac,,,MT,
chevrolet,furgon,n400 max ll l,1.5,,MT,
chevrolet,furgon,n400 max ll l ac,1.5,,MT,
citroen,furgon,berlingo cargo hdi 92 bvm5 m,1.6,,,2024
citroen,furgon,berlingo cargo hdi 92 bvm5 xl,1.6,,,2024
citroen,furgon,jumper cargo l2h2 bluehdi 165 s&s bvm6,,,,2024
citroen,furgon,jumper cargo l3h2 bluehdi 165 s&s bvm6,,,,2024
citroen,furgon,jumper cargo l4h2 bluehdi 165 s&s bvm6,,,,2024
citroen,furgon,jumper l1h1 bluehdi 163 s&s bvm6,,,,
citroen,furgon,jumper l2h2 bluehdi 163 s&s bvm6,,,,
citroen,furgon,jumper l2h2 bluehdi 163 s&s bvm6 escolar,,,,
citroen,furgon,jumper l3 chasis cabina bluehdi 163 s&s bvm6,,,,
citroen,furgon,jumper l3h2 bluehdi 163 s&s bvm6,,,,
citroen,furgon,jumper l4h2 bluehdi 163 s&s bvm6,,,,
citroen,furgon,jumpy cargo bluehdi 150 s&s bvm6 xl,,,,2024
citroen,furgon,new berlingo m hdi 92 bvm,1.6,,,
citroen,furgon,new berlingo xl hdi 92 bvm,1.6,,,
citroen,furgon,new jumpy comfort xl hdi 150 bvm6,,,,
citroen,furgon,new jumpy comfort xl hdi 150 bvm6 escolar,,,,
farizon,furgon,v6e,,,AT,2024
fiat,furgon,ducato 2.3l maxi cargo l1h1,,,,
fiat,furgon,ducato 2.3l maxi cargo l1h1 aa 8mt3,,,,
fiat,furgon,ducato 2.3l maxi cargo l2h2,,,,
fiat,furgon,ducato 2.3l maxi cargo l2h2 aa mt3,11.5,,,
fiat,furgon,ducato 2.3l maxi cargo l3h2,,,,
fiat,furgon,ducato 2.3l maxi cargo l3h2 aa 13 mt3,,,,
fiat,furgon,ducato 2.3l maxi cargo l3h2 aa 17 mt3,,,,
fiat,furgon,ducato 2.3l maxi cargo l3h2 ac,,,,
fiat,furgon,ducato maxi cargo l1 h1,,,,
fiat,furgon,ducato maxi cargo l1 h1 aa(8mt3),,,,
fiat,furgon,ducato maxi cargo l1 h1,,,MT,2024
fiat,furgon,ducato maxi cargo l2 h2,,,,
fiat,furgon,"ducato maxi cargo l2 h2 aa (11,5mt3)",,,,
fiat,furgon,ducato maxi cargo l3 h2,,,,
fiat,furgon,ducato maxi cargo l3 h2 aa (13mt3),,,,
fiat,furgon,ducato maxi cargo l4 h3,,,,
fiat,furgon,ducato maxi cargo l4 h3 aa (17mt3),,,,
ford,furgon,transit 2.2l tdci techo alto,,,,
ford,furgon,transit furgon largo-techo alto,,,,
hyundai,furgon,h-350 furgon solati cargo van,,,,
hyundai,furgon,h-350 furgon solati cargo van / carga refrigerada,,,,
hyundai,furgon,h-350 furgon solati cargo van / carga refrigerada /plataforma,,,,
jac,furgon,refine 1.9l furgon,,,,
jac,furgon,sunray cargo,,,,
kyc,furgon,v3 cargo van,,,MT,2024
kyc,furgon,v5 cargo van,,,MT,2024
maxus,furgon,deliver 9 cargo l2h2,,,,2024
maxus,furgon,edeliver 9 l2h2,,,,2024
maxus,furgon,edeliver 9 l3h2,,,,2024
maxus,furgon,ev30 cargo van,,,,
maxus,furgon,ev80 cargo van,,,,
maxus,furgon,g-10 1.9l cargo,,,,
maxus,furgon,g10 cargo,,,,
maxus,furgon,g10 cargo,,,,2024
maxus,furgon,"new v80 fl cargo van 11,5 m3 e5",,,,
maxus,furgon,v90 12m3 l3h3,,,,
maxus,furgon,v90 13m3 l3h3,,,,
nissan,furgon,nv350 2.5l,,,,
nissan,furgon,nv350 2.5l cargo wide s-long,,,,
nissan,furgon,nv350 2.5l escolar 24pas,,,,
nissan,furgon,nv350 wide s-long cargo 2.5d,,,MT,
nissan,furgon,nv350 wide s-long cargo 2.5l,,,MT,
opel,furgon,combo td,1.5,,MT,2024
opel,furgon,combo 1.6l hdi l1,,,,
opel,furgon,movano cargo van l2h2,,,MT,2024
opel,furgon,vivaro td,2.0,,,
opel,furgon,vivaro td,2.0,,MT,2024
peugeot,furgon,boxer 2.0l furgon l2h2,,,,
peugeot,furgon,boxer 2.0l furgon l3h2,,,,
peugeot,furgon,boxer 2.0l furgon l4h2,,,,
peugeot,furgon,boxer furgon d/c l4h2 bluehdi 165,,,,2024
peugeot,furgon,boxer furgon l2h2 bluehdi 160,,,,
peugeot,furgon,boxer furgon l2h2 bluehdi 165,,,MT,2024
peugeot,furgon,boxer furgon l3h2 bluehdi 160,,,,
peugeot,furgon,boxer furgon l3h2 bluehdi 165,,,MT,2024
peugeot,furgon,boxer furgon l4h2 bluehdi 160,,,,
peugeot,furgon,boxer furgon l4h2 bluehdi 165,,,MT,2024
peugeot,furgon,expert l3 bluehdi 145,,,MT,2024
peugeot,furgon,expert l3 hdi 150,,,,
peugeot,furgon,partner 1.6l l1,,,,
peugeot,furgon,partner 1.6l l2,,,,
peugeot,furgon,partner l1 bluehdi 100,,,MT,2024
peugeot,furgon,partner l1 ev,,,AT,2024
peugeot,furgon,partner l1 hdi 90,,,,
peugeot,furgon,partner l2 bluehdi 100,,,MT,2024
peugeot,furgon,partner l2 hdi 90,,,,
peugeot,furgon,traveller active l3 8p bluehdi 180,,,AT,2024
peugeot,furgon,traveller business l3 9p bluehdi 145,,,MT,2024
ram,furgon,ram v700 city multijet 16v euro v,1.3,,,
ram,furgon,ram v700 city evo 8v euro vi,1.4,,,
ram,furgon,ram v700 city diesel,,,,
ram,furgon,ram v700 city gasolina,,,,
ram,furgon,"ram van 700 rapid 1,4l st (3,1mts3)",,,,
ram,furgon,"ram van 700 rapid 1,4l st aa (3,1mts3)",,,,
ram,furgon,v 700 city 1.3l,,,,2024
ram,furgon,v1000 100o cargo xl 1.6l 5mt3,,,,
ram,furgon,v1000 cargo corto 1.3l mt3,3.4,,,
ram,furgon,v1000 cargo largo 1.3l mt3,3.8,,,
ram,furgon,v1000 corto,,,,
ram,furgon,v1000 corto 1.3l,,,,2024
ram,furgon,v1000 largo,,,,
ram,furgon,v1000 xl,,,,
ram,furgon,v700 city 1.4l,,,,
ram,furgon,v700 city diesel,,,,
ram,furgon,v700 rapid 1.4l,,,,2024
ram,furgon,v700 rapid 1.4l st,,,,
ram,furgon,v700 rapid 1.4l st aa,,,,
ram,furgon,van cargo corto,,,,1000
ram,furgon,"van cargo corto 1,3l (3,4mts3)",,,,1000
ram,furgon,van cargo l,,,,1000
ram,furgon,"van cargo large 1,3l (3,8mts3)",,,,1000
ram,furgon,van cargo xl,,,,1000
ram,furgon,"van cargo xl 1,6l (5mts3)",,,,1000
ram,furgon,"van 700 rapid 1,4l st",,,,
renault,furgon,dokker 1.5l furgon ac,,,,
renault,furgon,kangoo z.e l1,,,,
renault,furgon,kangoo z.e l2,,,,
toyota,furgon,hiace cargo l1h1,,,,2024
toyota,furgon,hiace furgon 2.8l l1h1,,,,
toyota,furgon,hiace furgon 2.8l l1h1b,,,,
toyota,furgon,hiace furgon 2.8l l2h2b,,,,
chery,hatchback,iq 1.0l gls,,,,
chevrolet,hatchback,spark gt ii activ,1.2,,MT,
chevrolet,hatchback,spark gt ii lt ac,1.2,,MT,
chevrolet,hatchback,spark gt ii lt ac full,1.2,,MT,
chevrolet,hatchback,spin activ 1.8l aut,,,,
citroen,hatchback,c3 1.2l puretech 110 feel aut,,,,
citroen,hatchback,c3 1.2l puretech 82 feel,,,,
citroen,hatchback,c3 1.2l puretech 82 live,,,,
citroen,hatchback,c3 1.5l bluehdi 100 s&s feel,,,,
citroen,hatchback,c3 1.5l bluehdi 100 s&s live,,,,
citroen,hatchback,c3 1.5l bluehdi 100 s&s shine,,,,
fiat,hatchback,500 1.2l pop,,,,
fiat,hatchback,500 1.2l pop aut,,,,
fiat,hatchback,500 1.2l pop,,,MT,
fiat,hatchback,500 1.4l lounge,,,,
fiat,hatchback,500 1.4l lounge aut,,,,
fiat,hatchback,500 lounge,1.4,,AT,
fiat,hatchback,500 lounge,1.4,,MT,
fiat,hatchback,500 pop,1.2,,AT,
fiat,hatchback,500 pop,1.2,,MT,
fiat,hatchback,500 sport,1.4,,,
fiat,hatchback,500 sport,1.4,,AT,
fiat,hatchback,500c l pop,1.2,,AT,
fiat,hatchback,500c l pop,1.2,,MT,
fiat,hatchback,500c l pop,1.4,,AT,
fiat,hatchback,500c l pop,1.4,,MT,
fiat,hatchback,argo 1.3l drive elx,,,,
fiat,hatchback,argo 1.3l drive gse,,,,
fiat,hatchback,"argo drive 1,3 gse",,,,
fiat,hatchback,"argo drive elx 1,3 gse",,,,
fiat,hatchback,argo trekking 1.3l trekking,,,,
fiat,hatchback,mobi 1.0l way cross plus,,,,
fiat,hatchback,qubo dynamic,,,,
fiat,hatchback,qubo dynamic,1.4,,,
honda,hatchback,civic si t,1.5,,MT,
honda,hatchback,civic si t sensing (new),1.5,,MT,
mazda,hatchback,3 sport 2.0l s,,,,
mazda,hatchback,3 sport 2.0l v,,,,
mazda,hatchback,3 sport 2.0l v aut,,,,
mazda,hatchback,3 sport 2.5l gtx,,,,
mazda,hatchback,3 sport 2.5l gtx aut,,,,
mitsubishi,hatchback,mirage 1.2l gl,,,,
mitsubishi,hatchback,mirage 1.2l gls,,,,
mitsubishi,hatchback,mirage 1.2l glx,,,,
mitsubishi,hatchback,mirage gl,,,,
mitsubishi,hatchback,mirage gl,,,MT,
mitsubishi,hatchback,mirage gls,,,,
mitsubishi,hatchback,mirage gls,,,MT,
mitsubishi,hatchback,mirage glx,,,,
mitsubishi,hatchback,mirage glx,,,MT,
nissan,hatchback,leaf,,,,
opel,hatchback,corsa 1.2l edition,,,,
opel,hatchback,corsa 1.2t edition,,,,
opel,hatchback,corsa 1.2t edition aut,,,,
opel,hatchback,corsa edition 1.2t at8,,,,
opel,hatchback,corsa edition 1.2t mt6,,,,
opel,hatchback,corsa edition 1.5td mt6,,,,
opel,hatchback,corsa gs line 1.2t at8,,,,
peugeot,hatchback,308 1.2l active puretech 130 hp,,,,
peugeot,hatchback,308 1.6l allure thp 165,,,EAT6,
peugeot,hatchback,308 allure thp 165,,,EAT6,
renault,hatchback,kwid 1.0l intens,,,,
renault,hatchback,kwid 1.0l life,,,,
renault,hatchback,kwid 1.0l outsider,,,,
suzuki,hatchback,alto 800 0.8l gl,,,,
suzuki,hatchback,alto 800 0.8l glx,,,,
suzuki,hatchback,alto 800 0.8l glx ac,,,,
suzuki,hatchback,baleno 1.4l gl,,,,
suzuki,hatchback,baleno 1.4l gls,,,,
suzuki,hatchback,baleno 1.4l gls aut,,,,
suzuki,hatchback,baleno 1.4l glx,,,,
suzuki,hatchback,baleno 1.4l glx aut,,,,
suzuki,hatchback,s-presso 1.0l glx ac,,,,
suzuki,hatchback,s-presso 1.0l glx adventure,,,,
suzuki,hatchback,swift 1.0l boosterjet glx,,,,
suzuki,hatchback,swift sport 1.4l,,,,
suzuki,hatchback,swift sport 1.4l aut,,,,
toyota,hatchback,aygo 5 puertas x-r5,,,,
toyota,hatchback,aygo x-cite,,,,
toyota,hatchback,aygo x-g3,,,,
toyota,hatchback,aygo x-g5,,,,
toyota,hatchback,aygo x-r3,,,,
toyota,hatchback,corolla sport 1.2l se,,,,
toyota,hatchback,corolla sport 1.2l se aut,,,,
toyota,hatchback,corolla sport s hv,1.8,,CVT,
toyota,hatchback,corolla sport se turbo,1.2,,CVT,
toyota,hatchback,corolla sport se turbo,1.2,,MT,
toyota,hatchback,corolla sport se hv,1.8,,CVT,
toyota,hatchback,corolla sport turbo 1.2l se,,,CVT,
toyota,hatchback,prius c,,,,
toyota,hatchback,prius hibrido,,,,
toyota,hatchback,yaris sport 1.5l gle,,,AT,
toyota,hatchback,yaris sport 1.5l gle,,,MT,
toyota,hatchback,yaris sport 1.5l gli,,,,
toyota,hatchback,yaris sport 1.5l gli aut,,,,
toyota,hatchback,yaris sport 1.5l sport,,,,
toyota,hatchback,yaris sport 1.5l sport aut,,,,
toyota,hatchback,yaris sport 1.5l sport,,,MT,
toyota,hatchback,yaris sport gle,,,AT,
toyota,hatchback,yaris sport gle,,,MT,
toyota,hatchback,yaris sport sport,,,AT,
toyota,hatchback,yaris sport sport,,,MT,
volkswagen,hatchback,gol 1.6l comfortline,,,,
volkswagen,hatchback,gol 1.6l highline,,,,
volkswagen,hatchback,gol 1.6l highline aut,,,,
volkswagen,hatchback,gol 1.6l trendline,,,,
volkswagen,hatchback,polo 1.6l msi comfortline,,,,
volkswagen,hatchback,polo 1.6l msi comfortline aut,,,,
volkswagen,hatchback,polo 1.6l msi highline,,,,
volkswagen,hatchback,polo 1.6l msi highline aut,,,,
volkswagen,hatchback,polo 1.6l msi trendline,,,,
